question,state,year,applies to,response,citations,cautions
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,2001,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,2001,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NM,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,2001,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,2001,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,2001,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,2001,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ND,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OH,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OK,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OR,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,PA,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,RI,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,2001,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,2001,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SD,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TN,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TX,2001,All,Yes,Texas Penal Code § 46.04(b); Texas Penalty Code § 22.01(b),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,UT,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VT,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VA,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WA,2001,All,Yes,Wash. Rev. Code § 9.41.010; Wash. Rev. Code § 9.41.040,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DC,2001,All,Yes,D.C. Code § 7-2502.03(a)(4)(B),"A person is ineligible for a firearms registration certificate, which is required to possess a firearm, if the person has been convicted of assault or threatened assault in a menacing manner under D.C. Code § 22-404, or threats to do bodily harm under D.C. Code § 22-407."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WV,2001,All,Yes,W. Va. Code § 61-7-7(a)(8),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WI,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WY,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2002,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2002,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2002,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2002,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AZ,2002,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AR,2002,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CA,2002,All,Yes,Cal. Penal Code § 12021(c),"A person is prohibited from possessing a firearm for a misdemeanor conviction for assault under Cal. Penal Code §§ 240 and 241, battery under Cal. Penal Code §§ 242 and 243, assault with a deadly weapon under Cal. Penal Code § 245, and infliction of corporal injury under Cal. Penal Code § 273.5."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CO,2002,All,No,,"However, under Colorado law, people convicted of domestic violence misdemeanors may be prohibited from having firearms at the discretion of the judge.  State law applies not only to crimes committed against spouses, but also to crimes against boyfriends and girlfriends.  Colo. Rev. Stat. §§ 18-1-1001(3)(c), 18-6-800.3."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2002,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2002,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2002,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,2002,All,Yes,Del. Code tit. 11 § 1448(a)(7),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,2002,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,2002,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2002,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2002,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,2002,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,2002,All,Yes,430 Ill Comp Stat 65/4(a)(2)(ix); 430 Ill Comp Stat 65/8(l),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,2002,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,2002,All,No,,
